active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
21,63,2.761904761904762,6,3.6666666666666665,2.588235294117647
22,60,2.6363636363636362,5,3.2666666666666666,2.5789473684210527
20,30,4.05,6,4.666666666666667,1.5555555555555556
27,107,3.5555555555555554,7,4.705882352941177,3.6363636363636362
30,129,3.933333333333333,7,5.545454545454546,4.6923076923076925
24,88,2.6666666666666665,5,5.2,3.9
21,55,2.857142857142857,5,4.1,2.1578947368421053
20,30,4.05,6,4.666666666666667,1.5555555555555556
27,96,3.3703703703703702,5,5.75,4.0
20,33,2.05,4,3.5,1.4
19,29,3.9473684210526314,6,4.5,1.588235294117647
21,64,2.7142857142857144,5,4.615384615384615,3.3333333333333335
22,52,2.5454545454545454,6,4.285714285714286,2.142857142857143
31,173,4.354838709677419,8,6.64,6.148148148148148
26,95,2.9615384615384617,6,5.0588235294117645,3.909090909090909
23,52,3.5217391304347827,6,4.2727272727272725,2.473684210526316
18,20,1.3333333333333333,2,4.0,1.3333333333333333
20,57,2.95,5,5.3,3.3125
31,160,4.258064516129032,8,6.7727272727272725,5.518518518518518
21,58,2.5238095238095237,5,3.1875,2.8333333333333335
21,32,2.0952380952380953,4,3.8,1.4615384615384615
23,61,4.260869565217392,8,4.454545454545454,2.3333333333333335
22,70,3.772727272727273,7,3.769230769230769,2.5789473684210527
28,93,3.0357142857142856,5,5.5,3.6666666666666665
25,94,3.48,7,4.6875,3.5714285714285716
24,71,2.625,5,4.125,3.3
19,28,4.052631578947368,6,4.333333333333333,1.5294117647058822
29,100,3.4827586206896552,6,6.0,3.84
24,90,3.0,6,4.764705882352941,4.05
19,29,3.9473684210526314,6,4.5,1.588235294117647
19,51,3.1578947368421053,6,3.6923076923076925,3.0
24,75,3.6666666666666665,6,4.733333333333333,3.380952380952381
19,54,2.6315789473684212,5,3.5,3.0625
18,45,2.5555555555555554,5,3.076923076923077,2.857142857142857
20,43,3.3,5,4.222222222222222,2.111111111111111
18,31,2.611111111111111,4,3.5,1.5
23,60,3.608695652173913,7,5.333333333333333,2.2857142857142856
23,63,3.130434782608696,7,3.6363636363636362,2.3529411764705883
26,84,2.769230769230769,5,4.647058823529412,3.590909090909091
24,78,2.7916666666666665,5,4.0,3.0
23,67,2.739130434782609,5,3.875,3.263157894736842
19,28,4.052631578947368,6,4.333333333333333,1.5294117647058822
29,111,3.896551724137931,7,6.235294117647059,4.24
25,92,2.92,6,4.444444444444445,3.8095238095238093
19,29,3.9473684210526314,6,4.5,1.588235294117647
25,98,3.52,6,6.071428571428571,3.8636363636363638
22,61,2.9545454545454546,5,3.7333333333333334,3.111111111111111
19,29,3.9473684210526314,6,4.5,1.588235294117647
24,109,3.7916666666666665,8,4.833333333333333,4.35
25,88,3.04,5,5.125,3.9047619047619047
28,109,3.892857142857143,7,5.3,4.24
16,37,2.5,5,2.4615384615384617,2.6666666666666665
19,62,3.1578947368421053,7,3.3333333333333335,3.3333333333333335
18,42,2.7777777777777777,5,3.0833333333333335,2.642857142857143
19,28,4.052631578947368,6,4.333333333333333,1.5294117647058822
23,66,2.347826086956522,5,4.0,2.823529411764706
27,106,3.7037037037037037,6,4.764705882352941,3.5217391304347827
22,58,3.0454545454545454,5,4.076923076923077,2.9444444444444446
21,60,2.6666666666666665,5,3.357142857142857,2.611111111111111
16,36,2.5,5,2.3846153846153846,2.5833333333333335
21,46,3.380952380952381,6,4.333333333333333,2.0526315789473686
17,22,1.3529411764705883,2,4.5,1.5
19,57,4.157894736842105,8,4.0,3.0588235294117645
25,101,3.56,7,5.411764705882353,4.380952380952381
21,58,2.9047619047619047,5,3.2857142857142856,2.4210526315789473
20,37,3.05,5,3.375,1.588235294117647
25,61,2.16,4,4.5,2.1176470588235294
26,84,3.0384615384615383,5,5.2,3.5454545454545454
22,66,2.6818181818181817,5,3.8125,3.388888888888889
24,89,3.0,6,4.9375,3.95
20,30,4.05,6,4.666666666666667,1.5555555555555556
25,107,3.88,6,6.642857142857143,4.2272727272727275
24,70,3.0833333333333335,6,3.823529411764706,3.25
20,31,3.95,6,4.833333333333333,1.6111111111111112
22,64,3.409090909090909,7,3.8181818181818183,2.4705882352941178
